gene,sample_A,sample_B,sample_C
LIR_0015659,16.621,86.018,61.385
LIR_0015660,37.752,50.749,34.936
LIR_0015782,61.208,87.496,18.947
LIR_0015783,68.187,49.684,62.391
LIR_0015784,90.377,39.726,63.466
LIR_0015828,20.92,94.763,59.773
LIR_0015829,31.653,23.317,18.499
LIR_0015830,92.128,47.417,79.479
LIR_0015831,16.002,35.869,15.361
LIR_0015832,41.836,88.582,34.929
LIR_0016005,8.371,80.952,13.382
LIR_0016876,65.412,57.27,92.745
LIR_0016877,15.091,28.584,7.134
LIR_0017421,92.406,95.505,76.86
LIR_0017706,21.837,15.163,31.775
LIR_0017816,75.745,70.113,40.222
LIR_0018035,43.589,46.327,72.02
LIR_0018046,15.417,40.861,82.667
LIR_0018061,72.272,66.408,95.396
LIR_0018062,4.275,37.698,33.522
LIR_0018396,25.921,51.437,64.631
LIR_0018397,55.122,9.71,20.476
LIR_0018468,10.697,65.47,76.028
LIR_0018532,4.045,27.261,53.443
LIR_0018865,85.099,70.437,15.703
LIR_0019004,81.892,8.371,85.05
LIR_0019013,9.436,82.884,78.211
LIR_0019216,37.211,29.607,66.275
LIR_0019471,88.344,71.123,53.833
LIR_0019472,86.973,54.344,53.579
LIR_0019497,99.143,29.795,0.844
LIR_0019809,76.358,10.974,32.672
LIR_0019810,55.627,5.849,30.93
LIR_0019860,30.559,13.357,83.682
LIR_0019861,0.096,79.461,17.766
LIR_0020124,92.807,91.557,49.783
LIR_0020125,63.828,48.044,83.191
LIR_0020126,52.078,77.594,95.976
LIR_0020127,63.781,28.177,87.022
LIR_0020128,74.893,77.507,11.875
LIR_0020129,43.534,12.93,29.619
LIR_0020130,18.029,61.052,71.486
LIR_0020365,43.612,14.483,7.51
LIR_0020569,18.302,30.564,6.396
LIR_0020829,28.432,61.173,53.19
LIR_0020830,79.584,11.277,73.274
LIR_0020955,93.766,91.704,56.835
LIR_0020956,86.187,86.584,9.005
LIR_0021031,86.27,44.651,82.538
LIR_0021032,40.625,60.941,97.676
LIR_0021033,27.769,69.065,9.654
LIR_0021034,16.088,69.831,11.089
LIR_0021278,54.955,5.701,87.518
LIR_0021279,42.225,2.094,68.819
LIR_0021843,16.809,0.213,0.538
LIR_0022009,93.625,74.8,53.924
LIR_0022053,19.339,39.603,87.297
LIR_0022054,0.385,63.181,32.664
LIR_0022055,17.946,24.427,52.946
LIR_0022056,23.494,70.978,93.532
LIR_0022139,55.315,16.184,41.793
LIR_0022170,81.032,17.092,77.835
LIR_0022171,76.731,6.245,45.11
LIR_0022206,53.398,43.22,82.263
LIR_0022642,75.629,93.356,85.779
LIR_0022643,17.731,55.581,88.954
LIR_0022747,88.201,50.16,89.296
LIR_0022748,67.317,88.276,20.385
LIR_0022753,81.456,40.751,74.698
LIR_0022754,50.566,63.5,88.327
LIR_0022902,96.348,91.305,75.004
LIR_0023336,76.796,17.703,45.488
LIR_0023844,24.783,55.215,96.513
LIR_0023947,10.866,97.315,18.987
LIR_0023948,66.382,79.11,20.113
LIR_0023999,22.561,60.877,9.915
LIR_0024151,54.056,50.81,97.082
LIR_0024152,34.933,18.683,73.717
LIR_0024369,72.832,6.33,47.687
LIR_0024428,70.825,76.425,94.097
LIR_0024429,1.978,95.267,48.228
LIR_0024865,38.564,65.064,42.249
LIR_0024866,62.915,37.023,58.2
LIR_0025152,0.627,89.885,53.823
LIR_0025231,10.045,65.419,26.64
LIR_0025232,77.032,62.117,46.709
LIR_0025296,44.459,40.975,46.064
LIR_0025383,50.317,11.067,96.994
LIR_0025384,41.9,85.323,64.325
LIR_0025432,54.102,29.891,66.074
LIR_0025538,17.82,67.556,99.068
LIR_0025589,82.191,15.068,39.079
LIR_0025713,36.864,95.334,39.925
LIR_0026270,38.447,17.081,86.988
LIR_0026271,57.475,9.42,32.367
LIR_0026627,20.414,61.674,59.318
LIR_0026855,89.111,16.251,32.615
LIR_0027078,60.234,67.116,62.827
LIR_0027079,0.903,44.434,29.786
LIR_0027080,13.65,86.165,2.247
LIR_0027081,26.812,47.518,76.483
LIR_0027161,41.201,59.027,99.702
LIR_0027327,6.293,43.787,61.874
LIR_0027370,48.443,56.244,55.325
LIR_0027436,59.529,30.699,67.972
LIR_0027437,25.491,35.194,61.781
LIR_0027438,57.098,40.563,7.527
LIR_0027513,50.906,80.273,80.198
LIR_0027560,84.698,11.254,46.204
LIR_0028211,28.898,45.834,94.372
LIR_0028212,34.336,39.867,58.152
LIR_0028213,80.843,10.682,38.082
LIR_0028214,77.641,53.37,26.522
LIR_0028357,31.604,79.234,16.667
LIR_0028667,64.001,80.62,87.584
LIR_0028696,32.667,17.09,83.569
LIR_0028825,98.659,16.403,13.954
LIR_0028826,45.868,39.671,28.988
LIR_0028827,60.183,6.121,83.987
LIR_0028847,17.914,53.464,25.266
LIR_0028876,52.008,77.017,0.054
LIR_0028877,87.726,57.313,18.995
LIR_0029022,66.573,4.115,48.247
LIR_0029148,66.676,54.086,23.696
LIR_0029149,59.5,47.373,83.341
LIR_0029150,74.351,10.599,34.763
LIR_0029151,98.425,23.656,14.938
LIR_0029157,96.013,78.83,91.52
LIR_0029597,4.724,21.285,67.966
LIR_0029672,72.02,75.977,40.33
LIR_0029720,59.217,86.944,59.644
LIR_0029721,64.505,1.729,96.824
LIR_0029722,35.744,29.278,55.796
LIR_0029723,76.725,19.158,43.827
LIR_0029724,54.136,84.467,99.053
LIR_0029806,43.199,56.948,50.265
LIR_0029807,47.985,72.101,1.951
LIR_0029862,11.832,47.21,41.445
LIR_0029863,64.274,3.492,11.3
LIR_0030062,75.012,42.773,88.856
LIR_0030230,12.288,23.093,91.893
LIR_0030231,30.302,96.893,13.153
LIR_0030549,59.531,4.327,48.395
LIR_0030645,66.527,95.469,55.863
LIR_0030728,92.913,81.85,37.423
LIR_0030793,30.088,3.862,14.176
LIR_0030942,77.812,11.683,91.016
LIR_0030943,61.128,43.619,47.769
LIR_0030944,31.543,42.547,17.826
LIR_0030945,93.894,18.08,60.899
LIR_0031313,33.179,21.545,63.52
LIR_0031314,65.991,43.958,2.94
LIR_0031337,49.89,48.04,38.88
LIR_0031338,54.118,68.473,32.568
LIR_0031339,59.729,60.078,32.626
LIR_0031628,9.639,82.409,23.176
LIR_0031629,22.522,0.611,83.044
LIR_0031630,96.945,28.747,72.865
LIR_0032045,21.816,16.622,82.89
LIR_0032315,89.947,5.636,74.102
LIR_0033130,39.439,65.841,94.65
LIR_0033131,93.052,6.799,71.713
LIR_0033300,47.23,92.314,64.009
LIR_0033559,63.331,46.331,15.705
LIR_0033578,77.24,53.607,54.558
LIR_0033579,24.638,34.651,32.099
LIR_0033580,67.511,55.414,17.097
LIR_0033581,58.446,30.527,68.127
LIR_0033695,34.628,71.28,31.263
LIR_0033707,40.608,97.75,32.769
LIR_0034136,36.824,8.403,6.656
LIR_0034137,33.599,5.223,85.168
LIR_0034138,4.716,30.851,9.275
LIR_0034139,44.824,30.726,47.162
LIR_0034140,76.469,63.863,35.662
LIR_0034141,14.115,43.836,52.892
LIR_0034142,74.335,73.225,11.213
LIR_0034143,78.947,46.124,35.641
LIR_0034292,30.028,80.578,57.108
LIR_0034608,19.944,28.938,90.13
LIR_0034771,20.317,33.337,48.833
LIR_0035211,53.432,22.225,12.481
LIR_0035212,21.777,8.315,78.752
LIR_0035213,68.838,23.965,64.431
LIR_0035352,91.844,98.04,42.712
LIR_0035353,3.743,47.443,53.495
LIR_0035354,17.508,91.361,6.832
LIR_0035420,79.44,47.992,47.522
LIR_0035421,0.964,82.721,43.479
LIR_0035422,31.597,6.259,18.154
LIR_0035423,44.517,30.573,32.671
LIR_0035664,66.089,92.658,72.894
LIR_0035665,48.263,80.578,51.186
LIR_0036067,10.153,56.453,10.738
LIR_0036186,42.486,47.837,29.254
LIR_0036788,86.936,49.656,73.522
LIR_0036789,44.269,37.89,16.259
LIR_0036993,80.907,58.885,6.53
LIR_0036994,31.039,20.99,39.605
LIR_0037737,58.766,57.559,88.866
LIR_0037738,62.91,43.001,97.167
LIR_0037849,34.146,60.959,57.512
LIR_0037850,79.03,68.949,11.217
LIR_0037851,53.227,55.41,47.969
LIR_0037852,57.744,53.129,23.395
LIR_0038112,93.112,70.887,16.373
LIR_0038554,70.427,54.03,40.96
LIR_0038722,52.207,90.46,17.02
LIR_0038755,29.481,27.694,93.788
LIR_0038756,77.648,29.754,75.108
LIR_0038757,90.094,66.999,72.42
LIR_0038758,58.284,43.804,56.104
LIR_0038759,87.684,82.389,88.983
LIR_0038760,32.859,70.998,34.853
LIR_0039316,51.99,94.545,74.19
LIR_0039416,84.259,5.134,14.346
LIR_0039493,44.111,58.381,73.113
LIR_0040278,60.92,89.719,84.573
LIR_0040279,83.859,82.0,29.924
LIR_0040970,54.045,63.93,90.73
LIR_0041226,45.185,8.195,1.439
LIR_0041250,32.817,58.06,29.925
LIR_0041510,96.549,92.544,81.089
LIR_0041661,78.991,79.481,20.611
LIR_0041790,49.634,87.385,52.307
LIR_0041791,39.122,52.337,8.3
LIR_0041792,72.612,63.82,20.992
LIR_0041793,50.278,75.199,84.892
LIR_0041794,11.408,8.192,24.576
LIR_0041795,98.607,49.168,53.877
LIR_0041796,27.51,91.644,57.644
LIR_0041797,88.751,2.266,79.493
LIR_0041798,65.669,86.647,84.371
LIR_0041799,57.286,84.592,83.339
LIR_0041832,44.529,57.709,37.041
LIR_0042225,14.781,86.144,92.461
LIR_0042244,58.52,22.101,78.932
LIR_0042341,8.943,82.906,31.308
LIR_0042367,50.459,75.086,75.454
LIR_0042486,46.468,74.9,76.88
LIR_0042487,66.894,19.516,67.333
LIR_0042546,1.998,74.441,12.186
LIR_0042547,24.113,58.449,1.044
LIR_0042685,95.853,53.264,85.283
LIR_0042686,98.476,30.737,64.632
LIR_0043243,31.515,12.126,72.351
LIR_0043434,4.226,5.907,53.112
LIR_0043490,82.635,79.76,85.559
LIR_0043491,71.718,4.272,32.774
LIR_0043492,87.932,29.934,71.463
LIR_0043493,20.658,6.968,34.325
LIR_0043494,69.716,78.702,49.619
LIR_0043593,37.911,40.206,91.501
LIR_0043594,7.887,69.021,50.966
LIR_0043595,59.958,56.835,20.899
LIR_0043596,24.199,61.868,70.431
LIR_0043597,62.663,54.455,97.543
LIR_0043598,97.657,84.155,43.02
LIR_0043675,36.672,95.563,45.036
LIR_0044230,24.631,65.066,86.077
LIR_0044231,82.041,23.941,48.734
LIR_0044232,18.594,34.672,87.722
LIR_0044233,10.126,29.018,39.289
LIR_0044234,67.884,4.259,13.402
LIR_0044235,50.806,23.998,48.616
LIR_0044236,45.694,85.526,54.47
LIR_0044237,42.182,76.571,37.821
LIR_0044238,0.469,91.411,29.499
LIR_0044319,52.124,37.771,25.489
LIR_0044321,6.869,70.48,41.221
LIR_0044468,3.496,10.484,99.918
LIR_0044469,46.183,94.879,63.461
LIR_0044619,20.474,53.541,81.814
LIR_0044656,91.905,40.959,26.56
LIR_0044657,97.531,96.333,3.747
LIR_0044658,66.928,54.686,13.537
LIR_0044659,98.013,0.827,14.271
LIR_0044845,41.97,42.222,93.363
LIR_0045168,50.911,10.245,63.376
LIR_0045169,67.643,45.329,52.887
LIR_0045170,57.901,59.198,79.425
LIR_0045171,92.657,57.534,57.513
LIR_0045172,4.49,49.53,26.013
LIR_0045284,75.617,91.744,86.027
LIR_0045285,62.67,69.206,0.359
LIR_0045399,17.37,50.566,76.353
LIR_0045416,27.822,61.367,45.434
LIR_0045417,26.962,31.99,96.092
LIR_0045675,11.189,70.691,83.116
LIR_0045774,76.692,53.764,89.276
LIR_0045792,13.578,49.096,45.351
LIR_0046727,88.827,2.127,96.784
LIR_0047162,80.604,95.986,98.512
LIR_0047163,78.884,75.756,83.914
LIR_0047222,82.076,77.566,76.567
LIR_0047441,3.511,30.507,20.826
LOC107604630,50.388,52.272,6.501
LOC107604654,49.342,54.838,44.319
LOC107604659,74.741,96.18,22.244
LOC107604707,23.404,40.47,76.098
LOC107604836,44.951,82.94,9.429
LOC107604938,71.746,60.504,62.269
LOC107604960,11.272,95.151,19.3
LOC107605039,82.59,87.335,96.932
LOC107605073,18.629,12.772,13.324
LOC107605189,26.451,16.686,3.952
LOC107605190,26.197,65.521,17.039
LOC107605260,86.989,89.444,61.121
LOC107605492,72.416,35.61,46.183
LOC107605494,0.732,75.796,6.628
LOC107605552,5.66,69.014,68.947
LOC107605621,83.887,27.211,56.503
LOC107605626,15.956,37.123,78.078
LOC107605659,84.019,64.325,5.95
LOC107606039,48.272,61.613,9.879
LOC107606111,63.429,14.444,75.065
LOC107606112,54.399,46.562,58.738
LOC107606123,73.538,47.467,74.441
LOC107606131,98.296,86.555,57.434
LOC107606280,20.469,17.746,7.813
LOC107606310,49.601,29.855,14.415
LOC107606332,28.961,26.501,89.007
LOC107606367,64.569,21.398,41.922
LOC107606541,10.788,82.844,5.162
LOC107606900,19.242,38.257,43.162
LOC107607048,68.754,21.511,47.489
LOC107607381,14.931,39.936,69.446
LOC107607890,16.984,93.425,15.145
LOC107608030,3.515,59.456,77.943
LOC107608332,23.645,89.326,41.41
LOC107609024,13.554,57.124,19.659
LOC107609158,95.844,58.339,0.998
LOC107609165,46.485,60.492,3.003
LOC107609299,9.578,24.34,33.354
LOC107609322,79.794,96.57,2.6
LOC107609346,46.139,61.534,8.948
LOC107609458,75.264,3.461,45.147
LOC107609531,16.025,10.916,54.054
LOC107609632,38.067,4.126,50.932
LOC107609748,88.46,65.509,49.561
LOC107609879,18.564,2.495,82.363
LOC107609950,31.621,92.205,77.347
LOC107610013,74.348,79.235,99.879
LOC107610059,11.096,16.718,80.774
LOC107610131,96.441,47.396,0.629
LOC107610198,25.684,24.488,5.379
LOC107611433,97.837,82.505,75.958
LOC107611443,29.314,78.652,90.239
LOC107612107,18.367,14.422,64.795
LOC107612327,1.54,34.232,21.467
LOC107612659,58.771,75.533,14.192
LOC107612802,73.257,93.652,73.043
LOC107612835,58.334,30.509,82.329
LOC107612912,79.784,47.446,18.029
LOC107613081,61.702,20.824,18.263
LOC107613125,64.155,35.312,9.437
LOC107613170,92.295,47.032,7.89
LOC107613184,46.562,81.834,72.02
LOC107613245,2.411,97.067,13.394
LOC107613305,94.802,82.716,35.909
LOC107613325,54.005,11.195,3.706
LOC107613437,10.577,57.497,11.044
LOC107613469,95.508,53.702,92.219
LOC107613516,9.092,80.542,54.049
LOC107613519,40.46,75.745,28.554
LOC107613520,60.665,53.586,41.362
LOC107613594,47.897,42.796,87.881
LOC107613595,98.066,67.446,12.69
LOC107613650,46.361,99.913,90.785
LOC107613682,50.02,26.923,45.619
LOC107613726,2.364,74.92,43.832
LOC107613743,65.735,97.642,97.672
LOC107613779,10.954,3.253,29.158
LOC107613786,84.637,13.063,43.718
LOC107613854,4.361,40.366,73.698
LOC107614162,76.409,93.329,76.853
LOC107614197,94.239,20.16,60.793
LOC107614303,73.036,12.786,19.738
LOC107614342,32.604,23.046,54.033
LOC107614361,50.986,27.042,94.455
LOC107614405,3.907,15.772,22.4
LOC107614469,96.546,41.022,27.432
LOC107614810,18.749,71.442,0.973
LOC107614991,6.592,16.65,74.348
LOC107615096,49.167,93.88,14.838
LOC107615517,1.454,90.266,0.149
LOC107615573,20.814,21.78,6.096
LOC107615574,1.817,51.9,24.867
LOC107615793,29.169,71.432,40.331
LOC107615914,23.927,11.123,0.483
LOC107616090,51.616,57.174,77.814
LOC107616177,99.927,12.132,11.911
LOC107616854,79.832,2.314,95.494
LOC107616883,85.039,38.448,75.297
LOC107616938,62.778,82.04,13.886
LOC107617134,49.447,93.382,74.216
LOC107617152,58.197,53.193,77.333
LOC107617208,72.676,74.001,61.778
LOC107617270,38.82,54.178,73.306
LOC107617295,30.02,98.899,95.095
LOC107617296,94.28,86.66,54.761
LOC107617297,48.003,25.801,24.494
LOC107617300,5.066,92.136,81.594
LOC107617327,97.244,51.505,68.43
LOC107617331,24.904,11.874,9.678
LOC107617360,83.503,95.309,8.248
LOC107617664,9.612,88.238,31.834
LOC107617783,66.215,55.53,36.938
LOC107617814,25.914,50.125,75.923
LOC107617920,96.285,30.905,97.278
LOC107617942,18.911,25.977,84.786
LOC107618026,1.204,36.302,32.394
LOC107618028,23.917,41.287,2.997
LOC107618123,32.165,94.345,60.721
LOC107618163,25.038,58.2,70.405
LOC107618360,86.323,43.194,14.827
LOC107618388,5.367,5.856,13.795
LOC107618461,88.123,72.102,81.011
LOC107618487,70.634,53.907,9.16
LOC107618535,50.7,92.065,65.262
LOC107618688,51.334,59.646,76.706
LOC107618970,96.815,14.929,89.068
LOC107619086,14.074,53.088,50.08
LOC107619201,7.003,26.208,32.476
LOC107619373,13.594,22.74,91.274
LOC107619374,63.717,19.265,31.157
LOC107619387,95.103,22.227,99.575
LOC107619609,1.74,29.466,15.947
LOC107619869,9.47,77.159,95.042
LOC107621489,55.166,33.202,54.895
LOC107622151,68.662,93.827,62.834
LOC107622226,78.63,97.455,34.595
LOC107622460,1.79,66.556,89.225
LOC107622481,11.442,3.171,46.465
LOC107622510,17.289,5.538,42.647
LOC107622644,2.353,8.525,56.156
LOC107622703,52.237,45.828,2.962
LOC107622775,72.341,74.564,17.578
LOC107622946,98.361,12.715,73.501
LOC107623189,92.523,42.722,35.085
LOC107623190,12.509,65.486,26.449
LOC107623286,53.235,37.426,49.776
LOC107623358,42.938,75.143,22.439
LOC107623428,81.49,89.121,91.345
LOC107623443,75.392,31.206,72.541
LOC107623510,97.065,30.546,17.77
LOC107623790,14.433,43.981,98.758
LOC107623818,85.213,29.985,82.522
LOC107623999,2.515,62.204,33.29
LOC107624247,0.684,49.922,74.352
LOC107624847,62.592,20.496,73.189
LOC107624884,49.182,14.89,23.488
LOC107625101,55.833,42.186,49.117
LOC107625103,40.983,16.908,94.02
LOC107625159,75.686,74.945,12.622
LOC107625212,45.885,95.271,39.424
LOC107625307,98.687,50.939,84.73
LOC107625401,70.359,38.743,35.108
LOC107625463,69.879,40.019,15.264
LOC107625651,13.002,98.357,95.639
LOC107625816,62.14,44.193,99.779
LOC107625833,85.23,44.2,85.626
LOC107625933,26.956,62.355,47.33
LOC107625966,82.987,66.239,57.818
LOC107626160,63.911,36.161,3.65
LOC107626197,97.497,10.885,51.026
LOC107626254,50.06,48.337,30.134
LOC107626264,14.557,23.529,86.409
LOC107626647,81.17,30.76,30.724
LOC107627209,41.928,73.892,37.84
LOC107627297,15.236,11.046,8.688
LOC107627577,79.063,43.282,25.278
LOC107627767,73.825,35.628,35.692
LOC107627844,57.483,17.207,96.99
LOC107627879,65.992,27.641,28.305
LOC107627923,81.836,76.641,10.108
LOC107628103,71.026,49.306,19.556
LOC107628231,55.043,53.12,46.36
LOC107628457,0.252,66.869,23.35
LOC107628609,22.535,67.717,78.896
LOC107628736,50.044,86.4,80.629
LOC107629047,72.402,52.824,27.723
LOC107629120,80.137,53.684,99.307
LOC107629244,40.515,86.617,1.829
LOC107629802,84.674,81.656,99.296
LOC107630000,18.174,16.1,87.816
LOC107630086,31.1,65.651,27.897
LOC107630096,80.215,18.649,86.319
LOC107630136,11.846,40.145,31.096
LOC107630142,74.397,52.789,0.419
LOC107630150,94.597,49.667,10.048
LOC107630358,72.998,87.23,38.505
LOC107630361,98.745,20.264,6.248
LOC107630415,69.887,10.503,44.672
LOC107630471,82.807,62.29,91.242
LOC107630732,4.95,8.947,27.602
LOC107630835,93.836,20.986,91.898
LOC107630888,47.484,11.678,10.694
LOC107630983,68.986,74.754,58.969
LOC107631102,46.663,65.223,41.494
LOC107631401,78.067,10.496,63.034
LOC107631435,38.795,92.731,76.056
LOC107631498,93.991,68.374,61.684
LOC107631511,75.126,5.093,50.733
LOC107631779,9.852,64.801,84.54
LOC107631822,63.613,82.148,32.866
LOC107632142,36.466,0.943,12.048
LOC107632281,20.603,43.755,22.346
LOC107632314,53.011,70.617,2.263
LOC107632348,92.262,55.811,67.6
LOC107633517,83.712,52.259,0.346
LOC107633544,13.76,46.798,76.045
LOC107633879,71.506,46.795,94.549
LOC107634256,10.578,2.749,69.026
LOC107634340,11.107,61.557,97.595
LOC107634525,15.463,89.376,67.685
LOC107634617,87.912,58.808,98.784
LOC107634638,25.131,49.041,12.061
LOC107635065,19.797,33.885,22.669
LOC107635187,44.741,41.923,86.329
LOC107635334,89.967,0.697,79.827
LOC107635616,54.703,67.374,71.632
LOC107637010,36.634,35.19,86.713
LOC107637012,50.05,1.473,65.133
LOC107637248,66.913,29.316,79.84
LOC107637294,13.495,87.634,96.401
LOC107637527,16.227,82.424,39.07
LOC107637528,3.805,99.331,60.246
LOC107637622,76.342,55.149,84.692
LOC107637642,25.958,66.638,1.992
LOC107638095,80.085,68.224,35.651
LOC107638237,43.693,69.009,24.591
LOC107638393,84.97,91.439,36.468
LOC107638536,74.857,87.747,14.204
LOC107638600,32.185,73.58,83.873
LOC107638629,89.465,82.345,38.84
LOC107638646,0.441,92.774,21.759
LOC107638762,36.398,97.923,95.499
LOC107638763,64.878,76.684,89.279
LOC107638776,15.654,84.853,70.282
LOC107638965,69.484,62.0,86.57
LOC107638974,57.789,28.856,85.528
LOC107639121,50.339,22.039,1.022
LOC107639238,91.287,73.859,60.069
LOC107639536,80.949,81.405,31.639
LOC107639707,22.863,14.736,36.83
LOC107639785,7.127,47.627,36.473
LOC107641168,80.754,55.005,38.813
LOC107641233,29.08,71.292,24.507
LOC107641435,66.775,93.572,86.25
LOC107641559,23.267,54.995,9.347
LOC107641626,32.585,82.019,88.046
LOC107642231,27.614,49.867,25.958
LOC107642289,99.363,49.058,82.026
LOC107642320,58.521,42.449,95.916
LOC107642443,32.006,24.678,33.696
LOC107642448,74.446,91.439,11.117
LOC107642455,54.601,7.636,44.904
LOC107642466,49.268,80.718,13.399
LOC107642500,59.228,76.508,49.775
LOC107642629,9.846,36.228,15.476
LOC107642741,85.408,63.949,76.243
LOC107642760,81.21,46.186,22.708
LOC107642802,38.335,15.351,78.677
LOC107642841,43.513,73.815,99.078
LOC107642965,77.17,42.285,46.258
LOC107643026,14.135,35.81,44.154
LOC107643561,2.732,20.357,82.691
LOC107643567,46.385,36.165,80.551
LOC107643631,75.47,48.068,99.491
LOC107643656,75.264,48.115,72.266
LOC107643815,21.651,48.668,30.69
LOC107644009,22.827,1.595,18.571
LOC107644121,44.23,82.134,84.054
LOC107644137,50.325,32.432,45.902
LOC107644213,18.107,4.981,56.262
LOC107644247,33.233,77.058,39.443
LOC107644476,52.808,98.127,89.35
LOC107644659,18.594,51.619,30.026
LOC107644704,4.569,41.662,25.067
LOC107644723,1.029,65.27,37.725
LOC107644918,20.687,47.823,6.76
LOC107645251,83.483,20.653,33.826
LOC107645350,72.663,96.69,40.089
LOC107645353,41.757,13.836,60.374
LOC107645657,21.789,52.901,72.204
LOC107645851,83.59,60.738,40.644
LOC107645984,67.182,3.021,26.325
LOC107646021,91.852,52.332,39.338
LOC107646072,67.942,17.636,69.392
LOC107646191,78.017,77.742,25.971
LOC107646482,34.685,2.54,52.483
LOC107647031,83.424,77.2,47.427
LOC107647457,57.771,74.22,95.699
LOC107647862,32.737,85.375,42.906
LOC107648004,25.737,0.883,19.185
LOC107648068,65.624,32.167,45.023
LOC107648216,73.675,50.019,88.184
LOC107648300,49.981,33.9,25.469
LOC107648431,43.633,7.697,70.446
LOC107648584,2.762,83.117,52.697
LOC107648706,14.716,18.093,21.006
LOC107648739,40.244,83.729,45.544
LOC107648785,20.624,5.964,17.606
LOC110262502,94.369,14.723,10.329
LOC110263152,76.158,83.592,83.013
LOC110265032,65.125,49.01,60.675
LOC110267538,96.871,10.661,16.438
LOC110270727,77.944,15.761,88.304
LOC110271140,37.195,28.895,83.715
LOC110272166,40.415,55.346,3.238
MAR_0000039,17.572,10.357,42.483
MAR_0000184,57.858,20.733,85.648
MAR_0000185,17.917,2.959,18.018
MAR_0000186,41.321,96.108,56.864
MAR_0000479,54.959,9.566,97.93
MAR_0000554,26.614,67.861,26.864
MAR_0000555,82.883,6.055,54.637
MAR_0000556,86.835,45.058,88.354
MAR_0000596,75.947,92.159,80.622
MAR_0000613,8.039,92.385,44.565
MAR_0000614,77.853,88.817,68.525
MAR_0000861,94.136,29.121,19.828
MAR_0000894,18.475,83.513,18.354
MAR_0001185,91.682,37.674,22.388
MAR_0001580,11.313,80.834,15.991
MAR_0001689,27.864,44.36,97.889
MAR_0001718,91.588,0.533,22.229
MAR_0002060,56.282,74.143,75.623
MAR_0002085,32.51,6.087,88.098
MAR_0002106,61.578,61.275,98.664
MAR_0002585,32.505,69.888,21.898
MAR_0002639,60.471,12.722,70.071
MAR_0002704,99.131,49.326,54.092
MAR_0003042,8.701,89.481,11.787
MAR_0003347,38.762,34.806,4.776
MAR_0003379,97.494,56.321,42.924
MAR_0003474,12.544,43.045,41.978
MAR_0003611,39.513,33.113,17.165
MAR_0003612,86.301,55.296,30.372
MAR_0003640,97.723,58.811,26.477
MAR_0003641,74.892,58.638,2.339
MAR_0003642,72.279,50.567,54.613
MAR_0003643,30.135,0.279,74.818
MAR_0004075,99.372,75.354,84.649
MAR_0004270,2.17,4.459,1.023
MAR_0004664,71.487,10.328,95.983
MAR_0004665,84.444,59.502,16.59
MAR_0004824,77.165,90.412,77.663
MAR_0004916,94.45,88.212,23.82
MAR_0004917,3.257,25.905,57.242
MAR_0004935,3.459,22.517,89.875
MAR_0004936,34.85,19.243,20.629
MAR_0005079,0.656,16.777,35.752
MAR_0005098,4.074,80.959,90.587
MAR_0005103,80.536,34.405,97.343
MAR_0005112,11.352,88.474,22.624
MAR_0005120,33.764,32.856,71.791
MAR_0005307,89.746,22.604,40.482
MAR_0005436,50.429,55.438,56.026
MAR_0005437,69.514,20.815,19.364
MAR_0005658,77.576,19.275,16.22
MAR_0005961,84.98,39.411,16.321
MAR_0006247,42.675,0.724,53.74
MAR_0006390,34.682,74.662,53.837
MAR_0006504,64.511,12.245,83.165
MAR_0006514,78.866,75.266,9.047
MAR_0006612,87.97,5.753,78.008
MAR_0006759,75.136,39.282,90.767
MAR_0006760,61.173,61.479,95.138
MAR_0006917,11.79,24.273,49.641
MAR_0006989,19.809,48.112,30.899
MAR_0007003,37.17,16.005,90.641
MAR_0007008,38.393,59.53,86.696
MAR_0007341,64.092,56.636,90.169
MAR_0007534,34.19,98.598,9.779
MAR_0007592,13.244,39.552,7.601
MAR_0007593,22.908,48.162,23.212
MAR_0007594,40.078,94.415,85.497
MAR_0007815,27.407,31.85,66.778
MAR_0007853,50.87,91.781,25.187
MAR_0007976,10.289,90.571,70.122
MAR_0008011,89.036,42.572,44.857
MAR_0008071,76.645,2.645,57.108
MAR_0008334,15.834,74.183,53.305
MAR_0008335,26.858,87.456,27.048
MAR_0008336,19.105,70.515,6.279
MAR_0008490,69.108,86.006,35.463
MAR_0008709,31.78,27.091,71.98
MAR_0008862,13.957,58.189,10.507
MAR_0008884,23.776,84.132,51.742
MAR_0009066,44.162,91.733,46.1
MAR_0009067,13.966,46.614,97.382
MAR_0009187,37.436,74.125,85.997
MAR_0009271,15.333,9.342,54.526
MAR_0009423,70.82,25.437,79.79
MAR_0009875,32.134,93.177,79.122
MAR_0010058,59.07,73.595,96.913
MAR_0010109,30.251,54.273,49.264
MAR_0010110,43.142,63.405,82.951
MAR_0010264,19.827,20.897,23.448
MAR_0010771,17.016,58.957,55.819
MAR_0010788,35.429,35.797,61.751
MAR_0010841,5.716,34.029,71.641
MAR_0010979,66.551,96.004,27.494
MAR_0010980,88.342,33.354,50.346
MAR_0010981,78.439,73.524,53.04
MAR_0010982,82.954,54.149,97.266
MAR_0011217,32.064,43.724,79.373
MAR_0011218,13.498,78.854,1.799
MAR_0011608,50.792,39.79,12.533
MAR_0011830,58.45,16.828,30.514
MAR_0011900,21.671,78.014,87.49
MAR_0011924,73.711,8.015,58.56
